categoria,score,type,name
Fantásticos y Experimentales,5.52,OVA,Pom Pom Purin no Usagi to Kame
Fantásticos y Experimentales,5.52,OVA,Aries: Shinwa no Seizakyuu
Emocionales y Humanistas,5.52,OVA,Aries: Shinwa no Seizakyuu
Acción y Aventura,5.52,OVA,Aries: Shinwa no Seizakyuu
Comedia,5.52,ONA,Macross Fufonfia
Emocionales y Humanistas,5.52,OVA,Hotaru Kagayaku
Comedia,5.52,OVA,School Days: Magical Heart Kokoro-chan
Íntimos y Adultos,5.52,OVA,School Days: Magical Heart Kokoro-chan
Emocionales y Humanistas,5.52,OVA,Shin Kabukichou Story Hana no Asukagumi!
Acción y Aventura,5.52,OVA,Shin Kabukichou Story Hana no Asukagumi!
Fantásticos y Experimentales,5.52,Movie,Robot Taekwon V: Wooju Jakjeon
Acción y Aventura,5.52,Movie,Robot Taekwon V: Wooju Jakjeon
Emocionales y Humanistas,5.52,TV,Anisava
Comedia,5.52,TV,Anisava
Emocionales y Humanistas,5.52,OVA,Otome wa Boku ni Koishiteru: Trinkle Stars The Animation
Fantásticos y Experimentales,5.52,OVA,Sequence
Emocionales y Humanistas,5.52,OVA,Sequence
Fantásticos y Experimentales,5.52,Movie,Onna Senshi Efe & Jira: Gude no Monshou
Acción y Aventura,5.52,Movie,Onna Senshi Efe & Jira: Gude no Monshou
Acción y Aventura,5.52,OVA,Gakuen Tokusou Hikaruon
Fantásticos y Experimentales,5.52,OVA,Exper Zenon
Acción y Aventura,5.52,OVA,Exper Zenon
Acción y Aventura,5.52,OVA,Shin Karate Jigoku-hen
Emocionales y Humanistas,5.52,OVA,Violence Jack: Hell's Wind-hen
Acción y Aventura,5.52,OVA,Violence Jack: Hell's Wind-hen
Misterio y Terror,5.52,OVA,Violence Jack: Hell's Wind-hen
Íntimos y Adultos,5.51,TV,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita
Comedia,5.51,TV,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita
Acción y Aventura,5.51,TV,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita
Fantásticos y Experimentales,5.51,TV,Kakushite! Makina-san!!
Emocionales y Humanistas,5.51,TV,Kakushite! Makina-san!!
Comedia,5.51,TV,Kakushite! Makina-san!!
Íntimos y Adultos,5.51,TV,Kakushite! Makina-san!!
Fantásticos y Experimentales,5.51,TV,The Marginal Service
Acción y Aventura,5.51,TV,The Marginal Service
Fantásticos y Experimentales,5.51,Movie,Yuwang Jungle
Íntimos y Adultos,5.51,Movie,Yuwang Jungle
Comedia,5.51,TV,Kenda Master Ken (TV)
Íntimos y Adultos,5.51,Special,Ikusa Otome Valkyrie Specials
Íntimos y Adultos,5.51,OVA,Injuu Seisen XX
Acción y Aventura,5.51,OVA,Injuu Seisen XX
Íntimos y Adultos,5.51,OVA,Milkyway
Íntimos y Adultos,5.51,OVA,Isaku
Íntimos y Adultos,5.51,OVA,Kowaremono
Emocionales y Humanistas,5.51,OVA,Gloria: Kindan no Ketsuzoku
Íntimos y Adultos,5.51,OVA,Gloria: Kindan no Ketsuzoku
Misterio y Terror,5.51,OVA,Gloria: Kindan no Ketsuzoku
Comedia,5.51,TV,Hei Mao Jing Zhang
Acción y Aventura,5.51,TV,Hei Mao Jing Zhang
Misterio y Terror,5.51,TV,Hei Mao Jing Zhang
Comedia,5.51,ONA,40-shuunen da yo!! CoroCoro All-Star Shougakkou
Emocionales y Humanistas,5.51,ONA,Daiyoshi P Produce Ashita no Jobuubu
Comedia,5.51,ONA,Daiyoshi P Produce Ashita no Jobuubu
Fantásticos y Experimentales,5.51,ONA,Koukyousei Million Arthur
Fantásticos y Experimentales,5.51,TV,Bermuda Triangle: Colorful Pastrale
Comedia,5.51,ONA,Uchuu Neko: Mardock no Bouken
Acción y Aventura,5.51,ONA,Uchuu Neko: Mardock no Bouken
Fantásticos y Experimentales,5.51,Movie,Ghost (1984)
Comedia,5.51,ONA,Man with a Mission The Animation
Acción y Aventura,5.51,ONA,Destiny Child
Comedia,5.51,TV,Himitsukessha Taka no Tsume DO
Emocionales y Humanistas,5.51,Special,Onnanoko tte.
Comedia,5.51,Special,Onnanoko tte.
Emocionales y Humanistas,5.51,OVA,Tasuuketsu: Judgement Assizes
Acción y Aventura,5.51,OVA,Tasuuketsu: Judgement Assizes
Misterio y Terror,5.51,OVA,Tasuuketsu: Judgement Assizes
Emocionales y Humanistas,5.51,TV,School Days
Comedia,5.51,Movie,Doubutsu Olympic Taikai
Acción y Aventura,5.51,Movie,Doubutsu Olympic Taikai
Emocionales y Humanistas,5.51,OVA,Bouken Shite mo Ii Koro
Comedia,5.51,OVA,Bouken Shite mo Ii Koro
Íntimos y Adultos,5.51,OVA,Bouken Shite mo Ii Koro
Emocionales y Humanistas,5.51,OVA,OL Kaizou Kouza
Comedia,5.51,OVA,OL Kaizou Kouza
Comedia,5.51,OVA,Geba Geba Shou Time!
Acción y Aventura,5.51,Movie,Dokkaebi Bangmang-I
Fantásticos y Experimentales,5.51,Movie,MAPS: Densetsu no Samayoeru Seijin-tachi
Emocionales y Humanistas,5.51,Movie,MAPS: Densetsu no Samayoeru Seijin-tachi
Acción y Aventura,5.51,Movie,MAPS: Densetsu no Samayoeru Seijin-tachi
Acción y Aventura,5.51,OVA,The Gakuen Choujo-tai
Fantásticos y Experimentales,5.51,OVA,Relic Armor Legaciam
Acción y Aventura,5.51,OVA,Relic Armor Legaciam
Fantásticos y Experimentales,5.51,OVA,Kidou Senshi Gundam ZZ: Gundam Frag.
Acción y Aventura,5.51,OVA,Kidou Senshi Gundam ZZ: Gundam Frag.
Comedia,5.51,Special,Pochama Sweets
Emocionales y Humanistas,5.51,TV,"Diabolik Lovers More,Blood"
Acción y Aventura,5.51,TV,"Diabolik Lovers More,Blood"
Acción y Aventura,5.5,ONA,Agent Blue
Fantásticos y Experimentales,5.5,ONA,Pokemon Yuenchi
Fantásticos y Experimentales,5.5,ONA,CoroCoro Monster Ball
Íntimos y Adultos,5.5,OVA,Sleepless: A Midsummer Night's Dream - The Animation
Íntimos y Adultos,5.5,Special,Mahou Shoujo Elena DVD-BOX Special
Acción y Aventura,5.5,Special,Mahou Shoujo Elena DVD-BOX Special
Íntimos y Adultos,5.5,OVA,Zoku Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei
Fantásticos y Experimentales,5.5,Special,Nanatsu no Bitoku Specials
Íntimos y Adultos,5.5,Special,Nanatsu no Bitoku Specials
Íntimos y Adultos,5.5,OVA,Isaku: Respect
Íntimos y Adultos,5.5,OVA,Dark
Fantásticos y Experimentales,5.5,TV,Shoumetsu Toshi
Emocionales y Humanistas,5.5,TV,Shoumetsu Toshi
Acción y Aventura,5.5,TV,Shoumetsu Toshi
Misterio y Terror,5.5,TV,Shoumetsu Toshi
Fantásticos y Experimentales,5.5,TV,Gekidol: Actidol Project
Emocionales y Humanistas,5.5,TV,Gekidol: Actidol Project
Fantásticos y Experimentales,5.5,ONA,Yogen-sha Ikusei Gakuen: Fortune Tellers Academy
Fantásticos y Experimentales,5.5,TV,Garo: Honoo no Kokuin - Yurugaro
Comedia,5.5,TV,Garo: Honoo no Kokuin - Yurugaro
Fantásticos y Experimentales,5.5,ONA,Megohime
Acción y Aventura,5.5,Movie,Hopiwa Chadolbawi
Comedia,5.5,TV,Hagane Orchestra
Acción y Aventura,5.5,TV,Hagane Orchestra
Fantásticos y Experimentales,5.5,TV Special,Teo the Magic Planet Pilot
Acción y Aventura,5.5,TV Special,Teo the Magic Planet Pilot
Comedia,5.5,ONA,Channel 5.5 3rd Season
Fantásticos y Experimentales,5.5,TV,Uchurei!
Emocionales y Humanistas,5.5,TV,Uchurei!
Comedia,5.5,TV,Uchurei!
Emocionales y Humanistas,5.5,ONA,Agukaru: Play with Ibaraki-hen
Acción y Aventura,5.5,ONA,Agukaru: Play with Ibaraki-hen
Fantásticos y Experimentales,5.5,OVA,Nanako Kaitai Shinsho
Comedia,5.5,OVA,Nanako Kaitai Shinsho
Íntimos y Adultos,5.5,OVA,Nanako Kaitai Shinsho
Fantásticos y Experimentales,5.5,Movie,Taneyamagahara no Yoru
Emocionales y Humanistas,5.5,Movie,Taneyamagahara no Yoru
Emocionales y Humanistas,5.5,ONA,Inzai Aru Aru Monogatari
Comedia,5.5,Movie,Hana to Mogura
Acción y Aventura,5.5,OVA,Yajikita Gakuen Douchuuki
Comedia,5.5,TV,High Score
Fantásticos y Experimentales,5.5,TV,Jikuu Tenshou Nazca
Emocionales y Humanistas,5.5,TV,Jikuu Tenshou Nazca
Acción y Aventura,5.5,TV,Jikuu Tenshou Nazca
Comedia,5.5,OVA,Nana to Kaoru
Íntimos y Adultos,5.5,OVA,Nana to Kaoru
Íntimos y Adultos,5.49,ONA,Mark Your Kiss The Animation
Fantásticos y Experimentales,5.49,TV,Mahoutsukai no Yakusoku
Misterio y Terror,5.49,TV,Nanashi Kaidan 2nd Season
Fantásticos y Experimentales,5.49,Movie,Lost Butterfly
Emocionales y Humanistas,5.49,Movie,Haipa Bei Peng Chu de Nuhai
Comedia,5.49,ONA,Ao no Butai ni Omoi wo Yosete
Comedia,5.49,OVA,Five Card
Íntimos y Adultos,5.49,OVA,Five Card
Fantásticos y Experimentales,5.49,OVA,Ryoujoku no Machi: Kyouen no Ceremony
Íntimos y Adultos,5.49,OVA,Ryoujoku no Machi: Kyouen no Ceremony
Íntimos y Adultos,5.49,OVA,Yoru ga Kuru!
Acción y Aventura,5.49,OVA,Yoru ga Kuru!
Misterio y Terror,5.49,OVA,Yoru ga Kuru!
Emocionales y Humanistas,5.49,Special,One Room Special
Fantásticos y Experimentales,5.49,TV,Duel Masters VSRF
Comedia,5.49,TV,Duel Masters VSRF
Acción y Aventura,5.49,TV,Duel Masters VSRF
Fantásticos y Experimentales,5.49,Movie,Arara
Acción y Aventura,5.49,Movie,Arara
Misterio y Terror,5.49,TV,Oretacha Youkai Ningen G
Acción y Aventura,5.49,Movie,Kamishibai Itazura Tanuki no Maki
Fantásticos y Experimentales,5.49,ONA,Higanjima X
Misterio y Terror,5.49,ONA,Higanjima X
Comedia,5.49,ONA,Show By Rock!! x Joysound
Comedia,5.49,ONA,Ugoite Hamidase! Machikado Mazoku
Comedia,5.49,TV,Fruity Samurai
Acción y Aventura,5.49,TV,Fruity Samurai
Fantásticos y Experimentales,5.49,Movie,Gegege no Kitarou: Youkai Japan Rally 3D
Acción y Aventura,5.49,Movie,Gegege no Kitarou: Youkai Japan Rally 3D
Emocionales y Humanistas,5.49,Special,Sumiko
Comedia,5.49,Special,Sumiko
Acción y Aventura,5.49,Special,Shiden Pilot
Comedia,5.49,Special,Marie & Gali Special
Comedia,5.49,Movie,Namakura Gatana
Comedia,5.49,Special,Strange+ Special
Emocionales y Humanistas,5.49,TV,Oniku Daisuki! Zeushi-kun
Comedia,5.49,TV,Oniku Daisuki! Zeushi-kun
Fantásticos y Experimentales,5.49,OVA,Cosmos Pink Shock
Comedia,5.49,OVA,Cosmos Pink Shock
Comedia,5.49,OVA,Lupin Shanshei
Fantásticos y Experimentales,5.49,OVA,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus
Acción y Aventura,5.49,OVA,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus
Fantásticos y Experimentales,5.49,TV,Virus: Virus Buster Serge
Acción y Aventura,5.49,TV,Virus: Virus Buster Serge
Fantásticos y Experimentales,5.49,Special,Soukou Kihei Votoms: Case;Irvine - Tenmatsu
Comedia,5.49,Special,Soukou Kihei Votoms: Case;Irvine - Tenmatsu
Íntimos y Adultos,5.49,Special,Soukou Kihei Votoms: Case;Irvine - Tenmatsu
Comedia,5.49,OVA,Makeruna! Makendou
Acción y Aventura,5.49,Movie,Ziggy: Soreyuke! R&R Band
Misterio y Terror,5.49,Movie,Ziggy: Soreyuke! R&R Band
Emocionales y Humanistas,5.49,TV,Mayoiga
Misterio y Terror,5.49,TV,Mayoiga
Fantásticos y Experimentales,5.49,Special,Cyborg 009: The Reopening
Acción y Aventura,5.49,Special,Cyborg 009: The Reopening
Fantásticos y Experimentales,5.49,Movie,Mother: Saigo no Shoujo Eve
Emocionales y Humanistas,5.49,Movie,Mother: Saigo no Shoujo Eve
Acción y Aventura,5.49,Movie,Mother: Saigo no Shoujo Eve
Comedia,5.48,TV,Bastions
Acción y Aventura,5.48,TV,Bastions
Fantásticos y Experimentales,5.48,Special,Matter
Fantásticos y Experimentales,5.48,OVA,Busou Shoujotai: Blade Briders The Animation
Íntimos y Adultos,5.48,OVA,Busou Shoujotai: Blade Briders The Animation
Íntimos y Adultos,5.48,OVA,Ningyou no Yakata
Íntimos y Adultos,5.48,OVA,Injuu vs. Onna Spy
Misterio y Terror,5.48,OVA,Injuu vs. Onna Spy
Íntimos y Adultos,5.48,OVA,Sexy Sailor Soldiers
Comedia,5.48,OVA,Sexy Sailor Soldiers
Acción y Aventura,5.48,OVA,Sexy Sailor Soldiers
Íntimos y Adultos,5.48,OVA,Kangoku: Injoku no Jikkentou
Fantásticos y Experimentales,5.48,TV,Lance N' Masques
Comedia,5.48,ONA,Dies Irae: Irasshai Zonnenji
Fantásticos y Experimentales,5.48,ONA,Kakusansei Million Arthur
Fantásticos y Experimentales,5.48,ONA,Minion
Emocionales y Humanistas,5.48,ONA,Minion
Emocionales y Humanistas,5.48,Special,Chikatetsu ni Noru
Emocionales y Humanistas,5.48,ONA,Pride
Fantásticos y Experimentales,5.48,Special,Jakusansei Million Arthur Specials
Comedia,5.48,Special,Jakusansei Million Arthur Specials
Íntimos y Adultos,5.48,Special,Jakusansei Million Arthur Specials
Emocionales y Humanistas,5.48,TV,Q Transformers: Saranaru Ninki Mono e no Michi
Emocionales y Humanistas,5.48,OVA,Kanadian Families: Episode Zero
Comedia,5.48,OVA,Kanadian Families: Episode Zero
Acción y Aventura,5.48,Movie,Frypan Jiisan
Comedia,5.48,Special,Bamboo Blade: Fanfu-Fufe-Fo
Acción y Aventura,5.48,Special,Bamboo Blade: Fanfu-Fufe-Fo
Fantásticos y Experimentales,5.48,ONA,Otona no Bouguya-san II
Comedia,5.48,ONA,Otona no Bouguya-san II
Íntimos y Adultos,5.48,ONA,Otona no Bouguya-san II
Comedia,5.48,Movie,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu
Fantásticos y Experimentales,5.48,OVA,Genji
Emocionales y Humanistas,5.48,OVA,Genji
Fantásticos y Experimentales,5.48,ONA,Shinrabanshou: Tenchi Shinmei no Shou
Acción y Aventura,5.48,ONA,Shinrabanshou: Tenchi Shinmei no Shou
Misterio y Terror,5.48,Movie,I Think You're a Little Confused
Comedia,5.48,ONA,Baka Misérables
Comedia,5.48,TV,Koroshiya-san: The Hired Gun
Acción y Aventura,5.48,TV,Koroshiya-san: The Hired Gun
Misterio y Terror,5.48,TV,Koroshiya-san: The Hired Gun
Fantásticos y Experimentales,5.48,Special,Gundam: Mission to the Rise
Acción y Aventura,5.48,Special,Gundam: Mission to the Rise
Acción y Aventura,5.48,TV Special,Fujiko Fujio A no Mumako
Misterio y Terror,5.48,TV Special,Fujiko Fujio A no Mumako
Fantásticos y Experimentales,5.48,Movie,Ali Baba to 40-hiki no Touzoku
Acción y Aventura,5.48,Movie,Ali Baba to 40-hiki no Touzoku
Comedia,5.48,Movie,Glass no Kamen desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?
Fantásticos y Experimentales,5.48,OVA,Nayuta
Acción y Aventura,5.48,OVA,Nayuta
Emocionales y Humanistas,5.48,Movie,Kamiusagi Rope
Comedia,5.48,Movie,Kamiusagi Rope
Íntimos y Adultos,5.48,OVA,Choushin Hime Dangaizer 3
Fantásticos y Experimentales,5.48,OVA,Choushin Hime Dangaizer 3
Acción y Aventura,5.48,OVA,Choushin Hime Dangaizer 3
Fantásticos y Experimentales,5.48,Special,Soul Link Picture Drama
Emocionales y Humanistas,5.48,Special,Soul Link Picture Drama
Fantásticos y Experimentales,5.48,TV,Isekai Cheat Magician
Acción y Aventura,5.48,TV,Isekai Cheat Magician
Íntimos y Adultos,5.47,OVA,Iya na Kao sare nagara Opantsu Misete Moraitai ver 3.0
Fantásticos y Experimentales,5.47,Movie,Gouzai Shi de Ai
Íntimos y Adultos,5.47,Movie,Gouzai Shi de Ai
Fantásticos y Experimentales,5.47,TV Special,Over the Rainbow
Comedia,5.47,TV Special,Over the Rainbow
Fantásticos y Experimentales,5.47,TV,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei
Emocionales y Humanistas,5.47,TV,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei
Acción y Aventura,5.47,TV,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei
Acción y Aventura,5.47,ONA,SpoGomi: World Cup Exhibition Match-hen
Fantásticos y Experimentales,5.47,Movie,AEON
Íntimos y Adultos,5.47,OVA,Aneki no Kounai Kaikinbi
Íntimos y Adultos,5.47,OVA,Shounen Maid Kuuro-kun: Tenshi no Uta
Íntimos y Adultos,5.47,OVA,Kowaremono II
Íntimos y Adultos,5.47,OVA,Orchid★Emblem
Fantásticos y Experimentales,5.47,Special,Kakyuusei (TV): Hajimemashite Tina!
Emocionales y Humanistas,5.47,Special,Kakyuusei (TV): Hajimemashite Tina!
Acción y Aventura,5.47,TV Special,Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!
Comedia,5.47,Special,Chiruran: Nibun no Ichi Special
Acción y Aventura,5.47,Special,Chiruran: Nibun no Ichi Special
Comedia,5.47,ONA,Yoshida no Matsue Beauty Daisakusen
Emocionales y Humanistas,5.47,ONA,Tanjou!! KKT21
Comedia,5.47,Special,Mameshiba Gakuen
Fantásticos y Experimentales,5.47,Movie,Yasashii Lion
Emocionales y Humanistas,5.47,ONA,Kanojo ga Kanji wo Suki na Riyuu.
Comedia,5.47,Movie,Made in Japan
Acción y Aventura,5.47,OVA,Shika to Kanta
Fantásticos y Experimentales,5.47,Movie,Noel no Fushigi na Bouken
Comedia,5.47,Movie,Noel no Fushigi na Bouken
Acción y Aventura,5.47,Movie,Noel no Fushigi na Bouken
Fantásticos y Experimentales,5.47,Special,Kimi ga Nozomu Eien Special
Misterio y Terror,5.47,TV Special,Nanja Monja Obake
Emocionales y Humanistas,5.47,Movie,Ubasuteyama
Fantásticos y Experimentales,5.47,OVA,Yousei Ou
Comedia,5.47,Movie,Docchi ni Suru?
Fantásticos y Experimentales,5.47,Movie,Byeolnala Samchongsa
Acción y Aventura,5.47,Movie,Byeolnala Samchongsa
Fantásticos y Experimentales,5.47,OVA,Hana to Shounen
Emocionales y Humanistas,5.47,OVA,High School Agent
Acción y Aventura,5.47,OVA,High School Agent
Emocionales y Humanistas,5.47,OVA,Hana no Asukagumi! 2: Lonely Cats Battle Royale
Acción y Aventura,5.47,OVA,Hana no Asukagumi! 2: Lonely Cats Battle Royale
Fantásticos y Experimentales,5.47,Movie,SF Saiyuuki Starzinger (Movie)
Acción y Aventura,5.47,Movie,SF Saiyuuki Starzinger (Movie)
Comedia,5.47,OVA,Kyoufu no Bio Ningen Saishuu Kyoushi
Acción y Aventura,5.47,OVA,Kyoufu no Bio Ningen Saishuu Kyoushi
Acción y Aventura,5.47,TV,Seiken Densetsu: Legend of Mana - The Teardrop Crystal
Acción y Aventura,5.47,ONA,Battle Break
Emocionales y Humanistas,5.47,Special,OTMGirls no Yokiyoki Channel: Birthday Special Story
Comedia,5.47,Special,OTMGirls no Yokiyoki Channel: Birthday Special Story
Emocionales y Humanistas,5.47,OVA,Seishun Fuufu Monogatari: Koiko no Mainichi
Comedia,5.47,OVA,Seishun Fuufu Monogatari: Koiko no Mainichi
Íntimos y Adultos,5.47,OVA,Seishun Fuufu Monogatari: Koiko no Mainichi
Fantásticos y Experimentales,5.47,OVA,Yonimo Osoroshii Nihon Mukashibanashi
Misterio y Terror,5.47,OVA,Yonimo Osoroshii Nihon Mukashibanashi
Acción y Aventura,5.47,TV,Bloodivores
Misterio y Terror,5.47,TV,Bloodivores
Misterio y Terror,5.46,TV,Nanashi Kaidan
Comedia,5.46,ONA,Houkago no Pleiades: Manner Movie Trailer
Fantásticos y Experimentales,5.46,Special,Kidou Senshi SD Gundam Mk-IV Special
Comedia,5.46,Special,Kidou Senshi SD Gundam Mk-IV Special
Acción y Aventura,5.46,Special,Kidou Senshi SD Gundam Mk-IV Special
Fantásticos y Experimentales,5.46,TV Special,Suisei no Freyline: Prologue
Íntimos y Adultos,5.46,OVA,Shiiku x Kanojo: Tenshi no Kousoku-hen
Íntimos y Adultos,5.46,ONA,Meijyou
Íntimos y Adultos,5.46,OVA,Ona x2
Íntimos y Adultos,5.46,OVA,Itoshi no Kotodama
Íntimos y Adultos,5.46,OVA,El
Fantásticos y Experimentales,5.46,OVA,El
Acción y Aventura,5.46,OVA,El
Íntimos y Adultos,5.46,OVA,Injuu Kyoushi
Acción y Aventura,5.46,OVA,Injuu Kyoushi
Misterio y Terror,5.46,OVA,Injuu Kyoushi
Fantásticos y Experimentales,5.46,OVA,Ai Mai! Moe Can Change!
Comedia,5.46,OVA,Ai Mai! Moe Can Change!
Emocionales y Humanistas,5.46,ONA,Chichi Kaeru
Acción y Aventura,5.46,TV Special,RS Keikaku: Rebirth Storage
Comedia,5.46,TV,Ohayou Ninja-tai Gatchaman
Fantásticos y Experimentales,5.46,OVA,Santa Claus Tsukamaeta!
Fantásticos y Experimentales,5.46,OVA,Mugen Shinshi: Bouken Katsugeki-hen
Misterio y Terror,5.46,OVA,Mugen Shinshi: Bouken Katsugeki-hen
Íntimos y Adultos,5.46,TV,Lime-iro Ryuukitan X
Emocionales y Humanistas,5.46,TV,Lime-iro Ryuukitan X
Acción y Aventura,5.46,TV,Lime-iro Ryuukitan X
Comedia,5.46,TV,Zettai Zetsumei Dangerous Jiisan
Fantásticos y Experimentales,5.46,TV,Francesca
Comedia,5.46,TV,Francesca
Fantásticos y Experimentales,5.46,OVA,Choujin Locke: Mirror Ring
Acción y Aventura,5.46,OVA,Choujin Locke: Mirror Ring
Comedia,5.46,ONA,Id:Indeed
Comedia,5.46,TV,Hit wo Nerae!
Íntimos y Adultos,5.46,TV,Hit wo Nerae!
Fantásticos y Experimentales,5.46,Movie,Tosca
Íntimos y Adultos,5.46,ONA,S-ke ni Totsuida M-jou no Nichijou
Fantásticos y Experimentales,5.46,OVA,Princess Minerva
Comedia,5.46,OVA,Princess Minerva
Acción y Aventura,5.46,OVA,Princess Minerva
Fantásticos y Experimentales,5.46,OVA,Dennou Sentai Voogie's★Angel
Emocionales y Humanistas,5.46,OVA,Dennou Sentai Voogie's★Angel
Acción y Aventura,5.46,OVA,Dennou Sentai Voogie's★Angel
Emocionales y Humanistas,5.46,OVA,Be-Boy Kidnapp'n Idol
Íntimos y Adultos,5.46,OVA,Be-Boy Kidnapp'n Idol
Fantásticos y Experimentales,5.46,TV Special,Install Pilot
Acción y Aventura,5.46,TV Special,Install Pilot
Fantásticos y Experimentales,5.46,OVA,Jikuu Ihoujin Kyoko: Chocola ni Omakase!
Comedia,5.46,OVA,Jikuu Ihoujin Kyoko: Chocola ni Omakase!
Fantásticos y Experimentales,5.46,TV,Happy Kappy
Comedia,5.46,TV,Happy Kappy
Fantásticos y Experimentales,5.46,OVA,Dallos Special
Acción y Aventura,5.46,TV,Futsal Boys!!!!!
Comedia,5.45,ONA,Shin Shinka no Mi Gekijou
Íntimos y Adultos,5.45,Special,Isaku: Tsumi to Batsu
Íntimos y Adultos,5.45,OVA,Masaru Ashita no Yukinojou 2
Íntimos y Adultos,5.45,OVA,Nonomura Byouin no Hitobito
Misterio y Terror,5.45,OVA,Nonomura Byouin no Hitobito
Íntimos y Adultos,5.45,OVA,Kawarazaki-ke no Ichizoku The Animation
Íntimos y Adultos,5.45,OVA,Chijoku Kankin
Íntimos y Adultos,5.45,OVA,Tres Marias: Sannin no Sei Shojo
Acción y Aventura,5.45,OVA,Utsukushiki Sei no Dendoushi Reirei
Íntimos y Adultos,5.45,OVA,Utsukushiki Sei no Dendoushi Reirei
Íntimos y Adultos,5.45,OVA,Kara no Naka no Kotori
Fantásticos y Experimentales,5.45,Movie,Controller of Controller
Comedia,5.45,Movie,Controller of Controller
Fantásticos y Experimentales,5.45,TV,Ozmafia!!
Comedia,5.45,TV,Ozmafia!!
Comedia,5.45,ONA,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour
Misterio y Terror,5.45,ONA,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour
Comedia,5.45,Special,Chein Kuro-Nikuru!!
Fantásticos y Experimentales,5.45,Movie,Mukashi no Yama
Comedia,5.45,ONA,Taka no Tsumedan x Uchicomi!
Comedia,5.45,TV,"Watashitachi, Luck Logic-bu!"
Fantásticos y Experimentales,5.45,Movie,I'm Here
Fantásticos y Experimentales,5.45,Movie,Wake up!! Tamala
Fantásticos y Experimentales,5.45,TV,Duel Masters VSR
Comedia,5.45,TV,Duel Masters VSR
Acción y Aventura,5.45,TV,Duel Masters VSR
Fantásticos y Experimentales,5.45,Movie,Happy ComeCome
Emocionales y Humanistas,5.45,Movie,Happy ComeCome
Comedia,5.45,Movie,Happy ComeCome
Acción y Aventura,5.45,OVA,Circuit Angel: Ketsui no Starting Grid
Fantásticos y Experimentales,5.45,Special,Ai Tenchi Muyou! Recaps
Comedia,5.45,Special,Ai Tenchi Muyou! Recaps
Fantásticos y Experimentales,5.45,Movie,Chuumon no Ooi Ryouriten
Acción y Aventura,5.45,Movie,Chuumon no Ooi Ryouriten
Misterio y Terror,5.45,Movie,Chuumon no Ooi Ryouriten
Fantásticos y Experimentales,5.45,Movie,Tabi
Fantásticos y Experimentales,5.45,Special,Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner
Comedia,5.45,Special,Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner
Misterio y Terror,5.45,OVA,Antique Heart
Comedia,5.45,ONA,Yawaraka Sensha
Comedia,5.45,OVA,Digital Juice
Emocionales y Humanistas,5.45,OVA,Peeping Life: The Perfect Explosion
Comedia,5.45,OVA,Peeping Life: The Perfect Explosion
Fantásticos y Experimentales,5.45,Movie,Yume Utsutsu (2010)
Comedia,5.45,Special,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni
Acción y Aventura,5.45,Special,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni
Fantásticos y Experimentales,5.45,Movie,Cleopatra
Comedia,5.45,ONA,Kremlin
Emocionales y Humanistas,5.45,Special,Yuki no Taiyou Pilot
Comedia,5.45,ONA,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime
Fantásticos y Experimentales,5.45,OVA,Grandeek
Acción y Aventura,5.45,OVA,Grandeek
Emocionales y Humanistas,5.45,TV,Oyako Club
Comedia,5.45,TV,Oyako Club
Comedia,5.45,TV,Double-J
Fantásticos y Experimentales,5.44,TV,Naoe-kun wa Yasesasetai.
Comedia,5.44,TV,Naoe-kun wa Yasesasetai.
Acción y Aventura,5.44,Movie,Chikajou no Mamono
Misterio y Terror,5.44,Movie,Chikajou no Mamono
Fantásticos y Experimentales,5.44,Movie,5-tsu no Yubi no Niwa
Íntimos y Adultos,5.44,OVA,Tsumamigui The Animation Chance.0: Watashi wo Check Shite Miru?
Misterio y Terror,5.44,TV,C Danchi
Íntimos y Adultos,5.44,OVA,Shin Ruri-iro no Yuki
Íntimos y Adultos,5.44,OVA,Doukyuusei: Climax
Íntimos y Adultos,5.44,OVA,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei
Íntimos y Adultos,5.44,OVA,U-Jin Brand
