categoria,score,type,name
Acción y Aventura,7.18,Movie,Rockman.EXE Movie: Hikari to Yami no Program
Comedia,7.18,TV,Denki-gai no Honya-san
Emocionales y Humanistas,7.18,TV,Youkai Apartment no Yuuga na Nichijou
Acción y Aventura,7.18,TV,Youkai Apartment no Yuuga na Nichijou
Comedia,7.18,TV Special,Kuroshitsuji Recap
Acción y Aventura,7.18,TV Special,Kuroshitsuji Recap
Misterio y Terror,7.18,TV Special,Kuroshitsuji Recap
Fantásticos y Experimentales,7.18,TV,Kamichama Karin
Emocionales y Humanistas,7.18,TV,Kamichama Karin
Comedia,7.18,TV,Kamichama Karin
Fantásticos y Experimentales,7.18,TV,Basquash!
Acción y Aventura,7.18,TV,Basquash!
Comedia,7.18,TV,Kyou no 5 no 2 (TV)
Íntimos y Adultos,7.18,TV,Kyou no 5 no 2 (TV)
Fantásticos y Experimentales,7.18,TV,Date A Live II
Emocionales y Humanistas,7.18,TV,Date A Live II
Acción y Aventura,7.18,TV,Date A Live II
Emocionales y Humanistas,7.18,TV,Kakegurui××
Misterio y Terror,7.18,TV,Kakegurui××
Acción y Aventura,7.18,Special,Jormungand: Perfect Order Recap
Fantásticos y Experimentales,7.18,TV Special,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2
Comedia,7.18,TV Special,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2
Acción y Aventura,7.18,TV Special,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2
Fantásticos y Experimentales,7.18,Movie,Doraemon Movie 11: Nobita to Animal Planet
Comedia,7.18,Movie,Doraemon Movie 11: Nobita to Animal Planet
Acción y Aventura,7.18,Movie,Doraemon Movie 11: Nobita to Animal Planet
Comedia,7.18,OVA,Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen
Acción y Aventura,7.18,OVA,Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen
Misterio y Terror,7.18,OVA,Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen
Fantásticos y Experimentales,7.18,OVA,Devilman: Tanjou-hen
Acción y Aventura,7.18,OVA,Devilman: Tanjou-hen
Misterio y Terror,7.18,OVA,Devilman: Tanjou-hen
Fantásticos y Experimentales,7.18,TV,Tenkuu Senki Shurato
Acción y Aventura,7.18,TV,Tenkuu Senki Shurato
Fantásticos y Experimentales,7.18,TV Special,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou
Comedia,7.18,TV Special,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou
Íntimos y Adultos,7.18,OVA,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥
Fantásticos y Experimentales,7.18,OVA,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥
Acción y Aventura,7.18,OVA,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥
Emocionales y Humanistas,7.18,ONA,Kakegurui Twin
Misterio y Terror,7.18,ONA,Kakegurui Twin
Emocionales y Humanistas,7.18,TV,Ben-To
Comedia,7.18,TV,Ben-To
Acción y Aventura,7.18,TV,Ben-To
Acción y Aventura,7.18,TV,Yes! Precure 5
Acción y Aventura,7.18,TV,Tactics
Misterio y Terror,7.18,TV,Tactics
Fantásticos y Experimentales,7.18,TV,Tatakau Shisho: The Book of Bantorra
Acción y Aventura,7.18,TV,Tatakau Shisho: The Book of Bantorra
Fantásticos y Experimentales,7.18,OVA,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?
Comedia,7.18,OVA,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?
Acción y Aventura,7.18,OVA,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?
Comedia,7.17,ONA,Poketoon (2024)
Acción y Aventura,7.17,ONA,Poketoon (2024)
Emocionales y Humanistas,7.17,TV,Honey Lemon Soda
Fantásticos y Experimentales,7.17,TV,"Tensei Kizoku, Kantei Skill de Nariagaru"
Acción y Aventura,7.17,TV,"Tensei Kizoku, Kantei Skill de Nariagaru"
Acción y Aventura,7.17,TV,Mahoutsukai Precure!! Mirai Days
Íntimos y Adultos,7.17,OVA,Bonyuu-chan wa Dashitai.
Fantásticos y Experimentales,7.17,ONA,Shen Mu
Acción y Aventura,7.17,ONA,Shen Mu
Emocionales y Humanistas,7.17,TV,Ao no Orchestra
Fantásticos y Experimentales,7.17,ONA,Wu Shan Wu Xing
Acción y Aventura,7.17,ONA,Wu Shan Wu Xing
Íntimos y Adultos,7.17,OVA,Pretty x Cation The Animation
Emocionales y Humanistas,7.17,ONA,Puchimas!!: Petit Petit iDOLM@STER
Comedia,7.17,ONA,Puchimas!!: Petit Petit iDOLM@STER
Comedia,7.17,ONA,Fei Ren Zai
Acción y Aventura,7.17,ONA,Fei Ren Zai
Comedia,7.17,Movie,Pokemon Movie 20: Kimi ni Kimeta!
Acción y Aventura,7.17,Movie,Pokemon Movie 20: Kimi ni Kimeta!
Acción y Aventura,7.17,Movie,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!
Emocionales y Humanistas,7.17,OVA,Kimi no Iru Machi: Tasogare Kousaten
Fantásticos y Experimentales,7.17,TV,Battle Spirits: Brave
Acción y Aventura,7.17,TV,Battle Spirits: Brave
Comedia,7.17,TV,Naruto SD: Rock Lee no Seishun Full-Power Ninden
Acción y Aventura,7.17,TV,Naruto SD: Rock Lee no Seishun Full-Power Ninden
Íntimos y Adultos,7.17,OVA,Shishunki Sex
Fantásticos y Experimentales,7.17,TV,Ou Dorobou Jing
Comedia,7.17,TV,Ou Dorobou Jing
Acción y Aventura,7.17,TV,Ou Dorobou Jing
Emocionales y Humanistas,7.17,TV,Ayashi no Ceres
Acción y Aventura,7.17,TV,Ayashi no Ceres
Misterio y Terror,7.17,TV,Ayashi no Ceres
Fantásticos y Experimentales,7.17,TV,Kidou Senshi Gundam SEED Destiny
Emocionales y Humanistas,7.17,TV,Kidou Senshi Gundam SEED Destiny
Acción y Aventura,7.17,TV,Kidou Senshi Gundam SEED Destiny
Emocionales y Humanistas,7.17,TV,Kuruneko
Comedia,7.17,TV,Kuruneko
Emocionales y Humanistas,7.17,Special,Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai: Kinyoubi no Ohayou
Fantásticos y Experimentales,7.17,OVA,UQ Holder! Mahou Sensei Negima! 2 OVA
Acción y Aventura,7.17,OVA,UQ Holder! Mahou Sensei Negima! 2 OVA
Fantásticos y Experimentales,7.17,ONA,Quanzhi Fashi
Acción y Aventura,7.17,ONA,Quanzhi Fashi
Comedia,7.17,Movie,Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha
Acción y Aventura,7.17,TV,Shikabane Hime: Aka
Misterio y Terror,7.17,TV,Shikabane Hime: Aka
Comedia,7.17,Special,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!
Acción y Aventura,7.17,Special,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!
Comedia,7.17,TV,Ganbarist! Shun
Acción y Aventura,7.17,TV,Ganbarist! Shun
Comedia,7.17,Special,Sekirei: Pure Engagement Episode 0
Íntimos y Adultos,7.17,Special,Sekirei: Pure Engagement Episode 0
Comedia,7.17,Movie,Cheburashka
Fantásticos y Experimentales,7.17,Special,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru."
Emocionales y Humanistas,7.17,Special,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru."
Emocionales y Humanistas,7.17,TV,Princess Nine: Kisaragi Joshikou Yakyuubu
Acción y Aventura,7.17,TV,Princess Nine: Kisaragi Joshikou Yakyuubu
Emocionales y Humanistas,7.17,Movie,Hi no Ame ga Furu
Emocionales y Humanistas,7.17,TV,Chuukan Kanriroku Tonegawa
Comedia,7.17,TV,Chuukan Kanriroku Tonegawa
Misterio y Terror,7.17,TV,Munou na Nana
Fantásticos y Experimentales,7.17,TV,Druaga no Tou: The Sword of Uruk
Acción y Aventura,7.17,TV,Druaga no Tou: The Sword of Uruk
Fantásticos y Experimentales,7.17,TV Special,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!
Acción y Aventura,7.17,TV Special,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!
Comedia,7.17,Special,Shakugan no Shana-tan II (Second)
Emocionales y Humanistas,7.17,TV,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2"
Comedia,7.17,TV,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2"
Misterio y Terror,7.17,TV,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2"
Fantásticos y Experimentales,7.17,Movie,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios
Emocionales y Humanistas,7.17,Movie,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios
Comedia,7.17,Movie,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios
Acción y Aventura,7.17,Movie,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios
Fantásticos y Experimentales,7.17,OVA,Utawarerumono OVA
Comedia,7.17,OVA,Utawarerumono OVA
Acción y Aventura,7.17,OVA,Utawarerumono OVA
Fantásticos y Experimentales,7.17,TV,Mikan Enikki
Emocionales y Humanistas,7.17,TV,Mikan Enikki
Comedia,7.17,TV,Wagaya no Oinari-sama.
Acción y Aventura,7.17,TV,Wagaya no Oinari-sama.
Fantásticos y Experimentales,7.17,TV,Juu Ou Sei
Emocionales y Humanistas,7.17,TV,Juu Ou Sei
Acción y Aventura,7.17,TV,Juu Ou Sei
Misterio y Terror,7.17,TV,Juu Ou Sei
Fantásticos y Experimentales,7.17,TV,Tokimeki Tonight
Emocionales y Humanistas,7.17,TV,Tokimeki Tonight
Comedia,7.17,TV,Tokimeki Tonight
Emocionales y Humanistas,7.17,TV,Rewrite 2nd Season
Comedia,7.17,TV,Rewrite 2nd Season
Acción y Aventura,7.17,TV,Rewrite 2nd Season
Fantásticos y Experimentales,7.17,TV,Tetsuwan Atom (1980)
Acción y Aventura,7.17,TV,Tetsuwan Atom (1980)
Comedia,7.17,OVA,Kyou no 5 no 2
Íntimos y Adultos,7.17,OVA,Kyou no 5 no 2
Emocionales y Humanistas,7.17,Movie,Tabisuru Nuigurumi: Traveling Daru
Fantásticos y Experimentales,7.17,Movie,Doraemon Movie 10: Nobita no Nippon Tanjou
Comedia,7.17,Movie,Doraemon Movie 10: Nobita no Nippon Tanjou
Acción y Aventura,7.17,Movie,Doraemon Movie 10: Nobita no Nippon Tanjou
Fantásticos y Experimentales,7.17,Movie,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie
Emocionales y Humanistas,7.17,Movie,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie
Comedia,7.17,Movie,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Movie
Fantásticos y Experimentales,7.17,Movie,Little Nemo
Acción y Aventura,7.17,Movie,Little Nemo
Acción y Aventura,7.17,OVA,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou
Fantásticos y Experimentales,7.17,TV Special,Seikai no Senki Special
Emocionales y Humanistas,7.17,TV Special,Seikai no Senki Special
Acción y Aventura,7.17,TV Special,Seikai no Senki Special
Comedia,7.17,ONA,Thermae Romae Novae
Fantásticos y Experimentales,7.17,TV,Dimension W
Acción y Aventura,7.17,TV,Dimension W
Comedia,7.17,TV,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV)
Fantásticos y Experimentales,7.17,TV,Shin Hakkenden
Acción y Aventura,7.17,TV,Shin Hakkenden
Comedia,7.17,Special,Tennis no Oujisama: Pair Prince
Fantásticos y Experimentales,7.17,TV,Kiddy Grade
Acción y Aventura,7.17,TV,Kiddy Grade
Emocionales y Humanistas,7.17,TV Special,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!
Comedia,7.17,TV Special,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!
Acción y Aventura,7.17,TV Special,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!
Acción y Aventura,7.17,Movie,Street Fighter II Movie
Fantásticos y Experimentales,7.17,Movie,Doraemon Movie 06: Nobita no Little Star Wars
Emocionales y Humanistas,7.17,Movie,Ihatov Gensou: Kenji no Haru
Fantásticos y Experimentales,7.17,OVA,Musekinin Kanchou Tylor OVA
Emocionales y Humanistas,7.17,OVA,Musekinin Kanchou Tylor OVA
Comedia,7.17,OVA,Musekinin Kanchou Tylor OVA
Acción y Aventura,7.17,OVA,Musekinin Kanchou Tylor OVA
Fantásticos y Experimentales,7.17,TV,Digimon Frontier
Emocionales y Humanistas,7.17,TV,Digimon Frontier
Comedia,7.17,TV,Digimon Frontier
Acción y Aventura,7.17,TV,Digimon Frontier
Emocionales y Humanistas,7.17,OVA,The iDOLM@STER Shiny Festa
Comedia,7.17,OVA,The iDOLM@STER Shiny Festa
Comedia,7.16,Special,Re:Zero kara Hajimeru Break Time 3rd Season
Fantásticos y Experimentales,7.16,ONA,Hui Ming: Fenghuo San Yue
Acción y Aventura,7.16,ONA,Hui Ming: Fenghuo San Yue
Fantásticos y Experimentales,7.16,ONA,Jueshi Zhan Hun
Acción y Aventura,7.16,ONA,Jueshi Zhan Hun
Íntimos y Adultos,7.16,OVA,Class de Otoko wa Boku Hitori!?
Fantásticos y Experimentales,7.16,OVA,Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou
Acción y Aventura,7.16,OVA,Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou
Íntimos y Adultos,7.16,OVA,Imouto Bitch ni Shiboraretai
Íntimos y Adultos,7.16,OVA,Koikishi Purely☆Kiss The Animation
Íntimos y Adultos,7.16,OVA,Sweet Home: H na Oneesan wa Suki desu ka?
Íntimos y Adultos,7.16,OVA,Aikagi The Animation
Fantásticos y Experimentales,7.16,ONA,Gundam Build Fighters: GM no Gyakushuu
Acción y Aventura,7.16,ONA,Gundam Build Fighters: GM no Gyakushuu
Emocionales y Humanistas,7.16,Movie,Digimon Adventure tri. 5: Kyousei
Comedia,7.16,Movie,Digimon Adventure tri. 5: Kyousei
Acción y Aventura,7.16,Movie,Digimon Adventure tri. 5: Kyousei
Acción y Aventura,7.16,Movie,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!
Acción y Aventura,7.16,OVA,Ajin OVA
Misterio y Terror,7.16,OVA,Ajin OVA
Emocionales y Humanistas,7.16,Movie,Sarusuberi: Miss Hokusai
Acción y Aventura,7.16,Movie,Sarusuberi: Miss Hokusai
Fantásticos y Experimentales,7.16,ONA,Ze Tian Ji 4th Season
Acción y Aventura,7.16,ONA,Ze Tian Ji 4th Season
Emocionales y Humanistas,7.16,TV,Kono Bijutsu-bu ni wa Mondai ga Aru!
Comedia,7.16,TV,Kono Bijutsu-bu ni wa Mondai ga Aru!
Emocionales y Humanistas,7.16,TV,Karakuri Circus
Acción y Aventura,7.16,TV,Karakuri Circus
Misterio y Terror,7.16,TV,Karakuri Circus
Acción y Aventura,7.16,TV,Days
Fantásticos y Experimentales,7.16,OVA,Choujigen Game Neptune The Animation OVA
Comedia,7.16,OVA,Choujigen Game Neptune The Animation OVA
Acción y Aventura,7.16,OVA,Choujigen Game Neptune The Animation OVA
Fantásticos y Experimentales,7.16,TV,Giant Gorg
Acción y Aventura,7.16,TV,Giant Gorg
Emocionales y Humanistas,7.16,TV,Nogizaka Haruka no Himitsu Purezza ♪
Comedia,7.16,TV,Nogizaka Haruka no Himitsu Purezza ♪
Acción y Aventura,7.16,ONA,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren
Emocionales y Humanistas,7.16,Movie,My Little Goat
Misterio y Terror,7.16,Movie,My Little Goat
Fantásticos y Experimentales,7.16,Movie,Doraemon Movie 35: Nobita no Space Heroes
Comedia,7.16,Movie,Doraemon Movie 35: Nobita no Space Heroes
Fantásticos y Experimentales,7.16,Movie,Genius Party Beyond
Emocionales y Humanistas,7.16,TV,The iDOLM@STER Cinderella Girls
Comedia,7.16,TV,The iDOLM@STER Cinderella Girls
Fantásticos y Experimentales,7.16,TV,Hitsugi no Chaika: Avenging Battle
Emocionales y Humanistas,7.16,TV,Hitsugi no Chaika: Avenging Battle
Acción y Aventura,7.16,TV,Hitsugi no Chaika: Avenging Battle
Fantásticos y Experimentales,7.16,Special,Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki
Acción y Aventura,7.16,Special,Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki
Emocionales y Humanistas,7.16,Movie,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday
Acción y Aventura,7.16,TV,Yes! Precure 5 GoGo!
Fantásticos y Experimentales,7.16,TV,D.C.II S.S.: Da Capo II Second Season
Emocionales y Humanistas,7.16,TV,D.C.II S.S.: Da Capo II Second Season
Comedia,7.16,TV,D.C.II S.S.: Da Capo II Second Season
Acción y Aventura,7.16,TV,Le Chevalier D'Eon
Misterio y Terror,7.16,TV,Le Chevalier D'Eon
Emocionales y Humanistas,7.16,ONA,Li Linke de Xiao Guaner
Acción y Aventura,7.16,Movie,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna
Comedia,7.16,TV,Taiho Shichau zo: Full Throttle
Acción y Aventura,7.16,TV,Taiho Shichau zo: Full Throttle
Fantásticos y Experimentales,7.16,TV,Miracle☆Girls
Emocionales y Humanistas,7.16,TV,Miracle☆Girls
Comedia,7.16,Special,Bakuman. Deraman.
Acción y Aventura,7.16,TV,Cardfight!! Vanguard: Link Joker-hen
Fantásticos y Experimentales,7.16,TV,High Card
Acción y Aventura,7.16,TV,High Card
Emocionales y Humanistas,7.16,TV,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku
Acción y Aventura,7.16,TV,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku
Misterio y Terror,7.16,TV,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku
Fantásticos y Experimentales,7.16,Movie,Doraemon: The Day When I Was Born
Comedia,7.16,Movie,Doraemon: The Day When I Was Born
Fantásticos y Experimentales,7.16,Movie,One Piece Movie 07: Karakuri-jou no Mecha Kyohei
Acción y Aventura,7.16,Movie,One Piece Movie 07: Karakuri-jou no Mecha Kyohei
Emocionales y Humanistas,7.16,TV,Uta no☆Prince-sama♪ Maji Love 2000%
Comedia,7.16,TV,Uta no☆Prince-sama♪ Maji Love 2000%
Fantásticos y Experimentales,7.16,TV,Tenchi Souzou Design-bu
Comedia,7.16,TV,Tenchi Souzou Design-bu
Emocionales y Humanistas,7.16,Special,Papa no Iukoto wo Kikinasai!: Pokkapoka
Comedia,7.16,Special,Papa no Iukoto wo Kikinasai!: Pokkapoka
Emocionales y Humanistas,7.16,TV,Suzuka
Acción y Aventura,7.16,TV,Suzuka
Emocionales y Humanistas,7.16,TV,Sola
Acción y Aventura,7.16,TV,Sola
Fantásticos y Experimentales,7.16,TV,Outbreak Company
Comedia,7.16,TV,Outbreak Company
Fantásticos y Experimentales,7.16,TV,Takt Op. Destiny
Acción y Aventura,7.16,TV,Takt Op. Destiny
Emocionales y Humanistas,7.16,Special,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou
Comedia,7.16,Special,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou
Acción y Aventura,7.16,Special,"Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!"
Fantásticos y Experimentales,7.16,TV,Kujira no Kora wa Sajou ni Utau
Emocionales y Humanistas,7.16,TV,Kujira no Kora wa Sajou ni Utau
Misterio y Terror,7.16,TV,Kujira no Kora wa Sajou ni Utau
Emocionales y Humanistas,7.16,TV Special,Rurouni Kenshin Recap
Comedia,7.16,TV Special,Rurouni Kenshin Recap
Acción y Aventura,7.16,TV Special,Rurouni Kenshin Recap
Emocionales y Humanistas,7.16,TV,Kimi ga Nozomu Eien
Comedia,7.16,TV,Hakozume: Kouban Joshi no Gyakushuu
Fantásticos y Experimentales,7.16,OVA,Kikou Ryouhei Mellowlink
Acción y Aventura,7.16,OVA,Kikou Ryouhei Mellowlink
Fantásticos y Experimentales,7.15,TV Special,"Towa no Yuugure: Asa wo Kokoro ni, Ichi, Ni to Kazoe yo"
Emocionales y Humanistas,7.15,TV Special,"Towa no Yuugure: Asa wo Kokoro ni, Ichi, Ni to Kazoe yo"
Fantásticos y Experimentales,7.15,ONA,Yuanshen: Ci Shi Zhi Yi
Emocionales y Humanistas,7.15,ONA,Yuanshen: Ci Shi Zhi Yi
Acción y Aventura,7.15,ONA,Yuanshen: Ci Shi Zhi Yi
Fantásticos y Experimentales,7.15,ONA,Qi Hou Bilu
Acción y Aventura,7.15,ONA,Qi Hou Bilu
Acción y Aventura,7.15,TV,Spy Kyoushitsu 2nd Season
Misterio y Terror,7.15,TV,Spy Kyoushitsu 2nd Season
Emocionales y Humanistas,7.15,TV,Suki na Ko ga Megane wo Wasureta
Comedia,7.15,TV,Suki na Ko ga Megane wo Wasureta
Comedia,7.15,TV,Hoshikuzu Telepath
Fantásticos y Experimentales,7.15,TV,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu"
Emocionales y Humanistas,7.15,TV,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu"
Comedia,7.15,TV,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu"
Emocionales y Humanistas,7.15,TV,Otonari ni Ginga
Acción y Aventura,7.15,TV,Otonari ni Ginga
Íntimos y Adultos,7.15,OVA,Dokidoki Little Ooyasan
Íntimos y Adultos,7.15,OVA,Yarimoku Beach ni Shuugakuryokou de!! The Animation
Íntimos y Adultos,7.15,OVA,Pretty x Cation 2 The Animation
Fantásticos y Experimentales,7.15,OVA,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku
Comedia,7.15,OVA,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku
Acción y Aventura,7.15,OVA,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku
Íntimos y Adultos,7.15,OVA,Yarichin Kateikyoushi Netori Houkoku
Íntimos y Adultos,7.15,OVA,Futa-bu!
Íntimos y Adultos,7.15,OVA,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu
Emocionales y Humanistas,7.15,OVA,Genshiken Nidaime OVA
Íntimos y Adultos,7.15,Special,Itadaki! Seieki♥ Special
Emocionales y Humanistas,7.15,TV,Kirakira☆Precure A La Mode
Acción y Aventura,7.15,TV,Kirakira☆Precure A La Mode
Emocionales y Humanistas,7.15,TV,Gingitsune
Acción y Aventura,7.15,TV,Gingitsune
Acción y Aventura,7.15,Special,Uma Musume: Pretty Derby - BNW no Chikai
Fantásticos y Experimentales,7.15,Movie,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu
Acción y Aventura,7.15,Movie,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu
Misterio y Terror,7.15,Movie,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu
Comedia,7.15,Special,Mangaka-san to Assistant-san to The Animation Specials
Íntimos y Adultos,7.15,Special,Mangaka-san to Assistant-san to The Animation Specials
Comedia,7.15,TV,Nobunaga no Shinobi: Ise Kanegasaki-hen
Emocionales y Humanistas,7.15,OVA,ACCA: 13-ku Kansatsu-ka - Regards
Misterio y Terror,7.15,OVA,ACCA: 13-ku Kansatsu-ka - Regards
Fantásticos y Experimentales,7.15,TV,Guin Saga
Acción y Aventura,7.15,TV,Guin Saga
Fantásticos y Experimentales,7.15,TV,Cyborg 009 (1979)
Acción y Aventura,7.15,TV,Cyborg 009 (1979)
Acción y Aventura,7.15,ONA,B: The Beginning
Misterio y Terror,7.15,ONA,B: The Beginning
Emocionales y Humanistas,7.15,Movie,Mahou Shoujo Madoka★Magica: Concept Movie
Misterio y Terror,7.15,Movie,Mahou Shoujo Madoka★Magica: Concept Movie
Fantásticos y Experimentales,7.15,TV,Shippuu! Iron Leaguer
Acción y Aventura,7.15,TV,Shippuu! Iron Leaguer
Acción y Aventura,7.15,Movie,Doraemon Movie 03: Nobita no Daimakyou
